"","R2gainPvalue","R2losePvalue","AshiftPvalue","phasePvalue","intshiftPvalue"
"C14orf2",0.197975877794765,0.802024122205235,0.157754779358919,0.137324081696656,0.286611261384871
"ARL16",0.198015079645093,0.801984920354907,0.272296052373672,0.54425235537784,0.152619336966038
"SCN3B",0.198073882420584,0.801926117579416,0.307871731545729,0.933317652593202,0.483796568531368
"GTF2IP4",0.198152286121238,0.801847713878762,0.0966782965489305,0.629627451749056,0.895716544487566
"MEF2C",0.19826989167222,0.80173010832778,0.557443778012989,0.0506879924732447,0.399114038182602
"KDR",0.198367896298039,0.801632103701961,0.159584199040861,0.488971212774576,0.115155435336548
"SERGEF",0.198609641041724,0.801390358958276,0.359239222757981,0.532570203980295,0.838227030982529
"EEF1AKMT2",0.198733780234427,0.801266219765573,0.407575104211585,0.595946528676153,0.872456779960014
"IFRD1",0.198766448443033,0.801233551556967,0.674696512342049,0.746788715094019,0.97814496844251
"GOLGB1",0.198818717576803,0.801181282423197,0.251499470775021,0.744534608700197,0.0930913272439793
"HMGB2",0.198831784860245,0.801168215139755,0.332255282449332,0.814431507833836,0.198531237341069
"ZNF780B",0.198851385785409,0.801148614214591,0.315117540214565,0.108817802866962,0.547120624093457
"CD4",0.199027794111882,0.800972205888118,0.0710337527931318,0.0310609327426922,0.0731506527108079
"DSCAM",0.199047395037046,0.800952604962954,0.308668835835718,0.949847766147895,0.773432906033165
"ADAM17",0.199106197812537,0.800893802187463,0.445666235446313,0.753224352189423,0.344708403569982
"ST8SIA3",0.199217269721798,0.800782730278202,0.118768539208384,0.734152652005175,0.681360826897696
"UROS",0.199249937930404,0.800750062069596,0.426882015497798,0.565160008885753,0.452082271616554
"NOL9",0.19928260613901,0.80071739386099,0.527911717433063,0.717968821461706,0.98557371907954
"LINC01024",0.199328341631058,0.800671658368942,0.399976478889804,0.2308662302194,0.944026291374286
"ZNF35",0.199341408914501,0.800658591085499,0.854613404419355,0.430834868739138,0.853790165562481
"PXMP2",0.199361009839664,0.800638990160336,0.723999372770395,0.846269943941354,0.31460791616031
"TRAPPC6A",0.19949821631581,0.80050178368419,0.413847400263959,0.311216956106995,0.601748402524599
"LINC00998",0.199687691925726,0.800312308074274,0.411900375031035,0.767911978778732,0.709076535079122
"ZNF483",0.199759561984659,0.800240438015341,0.512838605982202,0.744031518287663,0.223104263854587
"LRRC4",0.200001306728344,0.799998693271656,0.586054595110223,0.949318541168476,0.971428384753094
"NRSN2.AS1",0.200014374011787,0.799985625988213,0.734943222653443,0.869987063389392,0.391378206384675
"SMIM11A",0.20003397493695,0.79996602506305,0.498248984018712,0.974414259019692,0.651769963542279
"IP6K3",0.200066643145556,0.799933356854444,0.0814222431298758,0.848406444784194,0.00191435702431819
"MYT1L",0.200177715054817,0.799822284945183,0.448900388098318,0.939642217779346,0.77409933748873
"ZGRF1",0.200203849621702,0.799796150378298,0.373992185764501,0.818861316920825,0.223986305486952
"ADPGK",0.200517464424321,0.799482535575679,0.49187868334052,0.159708338233565,0.504952500424687
"SPIRE2",0.200563199916369,0.799436800083631,0.619075620369281,0.968259568518301,0.895337593267736
"PRKCE",0.20062200269186,0.79937799730814,0.534517229213219,0.346433284984385,0.78527186483202
"SMUG1",0.200759209168006,0.799240790831994,0.54504945966783,0.916885543664328,0.670789394592758
"GPRASP1",0.200850680152103,0.799149319847897,0.565656565656566,0.673082702836907,0.170658721758334
"FTSJ3",0.200896415644152,0.799103584355848,0.530237693885818,0.231780940060371,0.23546591399114
"COMMD3",0.201000953911691,0.798999046088309,0.349491029309917,0.775530205025677,0.545761626615443
"CRIPT",0.201020554836855,0.798979445163145,0.487259398643616,0.587204516053158,0.294686842552302
"ZNF529",0.201151227671279,0.79884877232872,0.375155173990879,0.786826871561671,0.548139872201968
"RAB34",0.201229631371934,0.798770368628066,0.330144916173377,0.841356645366995,0.543357246462033
"POLR2H",0.201268833222261,0.798731166777739,0.4564990134201,0.542553608530323,0.731826675552419
"TRIOBP",0.201386438773243,0.798613561226757,0.22130097873953,0.459837704339645,0.518013250225411
"ADAR",0.201406039698407,0.798593960301593,0.666594796607733,0.84747866765978,0.456773426372391
"KIAA1549L",0.201458308832177,0.798541691167823,0.266814326969566,0.749859526702994,0.772727272727273
"FBXO27",0.201490977040783,0.798509022959217,0.811262691599044,0.68116481764606,0.643838122492715
"ZNF221",0.201517111607668,0.798482888392332,0.421197747200335,0.776039829079933,0.626269159904348
"NDUFC1",0.201523645249389,0.798476354750611,0.255373920315706,0.106517960981092,0.136814457642401
"NHSL2",0.201588981666601,0.798411018333399,0.221601526258706,0.888078717315457,0.0773583179792753
"PRDM4",0.201595515308323,0.798404484691677,0.658545350007187,0.952245612659584,0.794046545663622
"PTPRD.AS1",0.201700053575862,0.798299946424138,0.112555045931501,0.921060540724189,0.179649012766736
"ZNF615",0.201804591843402,0.798195408156598,0.671606099807911,0.643067152769611,0.485429978961674
"KLHL29",0.202020202020202,0.797979797979798,0.199086596887373,0.879944333372535,0.893828322030133
"PEG3",0.202059403870529,0.797940596129471,0.386634782495067,0.852013015014309,0.556659741006442
"OXTR",0.20211820664602,0.79788179335398,0.15834934075555,0.645288590954826,0.0205809714218511
"TMEM141",0.20217047577979,0.79782952422021,0.261999033021025,0.0742221699530885,0.493760372156232
"ZBTB34",0.202261946763887,0.797738053236113,0.393776052896363,0.143027950919283,0.771289871548604
"HERC1",0.202457956015524,0.797542043984476,0.760620434617847,0.727207390855515,0.387294680308911
"ARHGAP21",0.20249062422413,0.79750937577587,0.68260875246645,0.279816273994799,0.571798188874515
"ANKRD20A7P",0.202680099834045,0.797319900165955,0.248598533850798,0.786630862310034,0.505102774184275
"ZNF776",0.202830373593634,0.797169626406366,0.656663661191475,0.175310674663844,0.953467403661453
"DBNDD1",0.202849974518797,0.797150025481203,0.672736419825682,0.994485606387288,0.749728853868569
"INTS7",0.202941445502894,0.797058554497106,0.604812680491853,0.647908581285037,0.953526206436944
"RAB30.AS1",0.203006781920107,0.796993218079893,0.560148705685575,0.741777411893841,0.314307368641133
"ZXDB",0.20302638284527,0.79697361715473,0.437081030224627,0.740901903903198,0.402263253492231
"CD84",0.203065584695598,0.796934415304402,0.0277875782403596,0.9714610529617,0.0159943549335528
"COPS5",0.20307865197904,0.79692134802096,0.468795327139441,0.882061233290211,0.693761678884577
"CHKB",0.203215858455186,0.796784141544814,0.481843009656722,0.604838815058737,0.508238922210462
"PAFAH1B1",0.203235459380349,0.796764540619651,0.566937159433925,0.296267983848838,0.982927594182445
"PCBD1",0.203464136840592,0.796535863159408,0.232003083878892,0.643981862610582,0.914513831719524
"SRPRB",0.203594809675017,0.796405190324983,0.47253257020398,0.849197015432462,0.34849138212657
"SATB1",0.203601343316738,0.796398656683262,0.291047604113581,0.856514694160231,0.683543063232585
"TBXAS1",0.203816953493538,0.796183046506462,0.0535301266219765,0.210010845845257,0.0206593751225058
"ITGB1BP1",0.203830020776981,0.796169979223019,0.628627804565709,0.00303814340036845,0.354874750088204
"EPB41L4B",0.203856155343866,0.796143844656134,0.217315457289584,0.673115371045513,0.728154768905092
"TMEM208",0.203993361820011,0.796006638179989,0.516203431468632,0.526193369660381,0.260986318554236
"CCR1",0.204032563670339,0.795967436329661,0.00604361859213087,0.948599840579142,0.00477609209821372
"NHP2",0.204058698237223,0.795941301762777,0.202699700759209,0.0487475008820416,0.106413422713552
"AKT1S1",0.204065231878945,0.795934768121055,0.55921439491944,0.941066551674572,0.814340036849739
"KLHL5",0.204150169221321,0.795849830778679,0.61265305055732,0.82524468488246,0.909705071412704
"COX17",0.204169770146484,0.795830229853516,0.171939315535693,0.213088191095953,0.395879885530597
"GABBR2",0.204509519515988,0.795490480484012,0.304572242476512,0.933951415840161,0.79334091235773
"LRRC61",0.204816600676885,0.795183399323115,0.345067753864649,0.741300456048192,0.350752022162113
"AKAP13",0.204823134318607,0.795176865681393,0.862800057496047,0.571752453382466,0.31391535013786
"KCNV1",0.204868869810655,0.795131130189345,0.523965397833444,0.0139950605668587,0.265344257582291
"PAMR1",0.204881937094098,0.795118062905902,0.38803951546513,0.151384478680727,0.337632469585898
"X3.Sep",0.204908071660982,0.795091928339018,0.566068185085003,0.926614136187228,0.864126386765455
"MAGI3",0.204973408078195,0.795026591921805,0.509075228350778,0.188123146079162,0.640087812144733
"CA7",0.204999542645079,0.79500045735492,0.576855227566741,0.901165601683066,0.705953454336378
"CLEC3B",0.205045278137128,0.794954721862872,0.312484482600912,0.485867732956996,0.0475453108053366
"KIAA0922",0.205156350046389,0.794843649953611,0.860434879192965,0.651162334862206,0.177244632613326
"HDAC11",0.205489565774171,0.794510434225829,0.476674899055235,0.676375658264403,0.844420923334248
"ISY1",0.205626772250317,0.794373227749683,0.448737047055288,0.575437427313236,0.761914095678649
"RPL10A",0.205770512368184,0.794229487631816,0.134383942922106,0.638983626693847,0.641891097259791
"PPM1M",0.205901185202608,0.794098814797392,0.723620421550564,0.623871313392659,0.801971853071465
"DEDD",0.206005723470148,0.793994276529852,0.597900087550799,0.151835299959491,0.326838893462438
"LINC01128",0.206012257111869,0.793987742888131,0.385066708481974,0.818528101193043,0.264285807623453
"SNX27",0.206097194454245,0.793902805545755,0.565075071543377,0.398042520940322,0.538992773792256
"DAB2",0.20612332902113,0.79387667097887,0.603198870986711,0.316914291687901,0.97873299619742
"SNCAIP",0.206149463588015,0.793850536411985,0.539371725012087,0.942203405334065,0.83908947168973
"KIAA1462",0.206541482091288,0.793458517908712,0.405177257699897,0.551426293987743,0.316672546944216
"CYTH4",0.206548015733009,0.793451984266991,0.0702366485031427,0.379179897291152,0.0196335933722739
"STUM",0.206561083016452,0.793438916983548,0.162851019901473,0.862355769859004,0.0267552628484065
"ANKRD20A8P",0.206613352150221,0.793386647849779,0.218824728527186,0.917604244253662,0.0516157695976583
"OTUB2",0.206822428685301,0.793177571314699,0.379931266089093,0.686718413109099,0.252270440498125
"LAP3",0.207129509846198,0.792870490153802,0.560756334365649,0.851242045291204,0.911377683693337
"XPA",0.207142577129641,0.792857422870359,0.47744586877834,0.231852810119304,0.305500019600925
"METTL18",0.207207913546853,0.792792086453147,0.326995700863747,0.955349092477165,0.795751826152861
"IER3IP1",0.20729938453095,0.79270061546905,0.318390894716897,0.497765494531342,0.831732591111634
"EXOSC10",0.207305918172671,0.792694081827329,0.89103192337345,0.971741999555712,0.178355351705934
"HTRA2",0.207456191932259,0.792543808067741,0.319397075541966,0.245285977498138,0.848308440158375
"ATXN7L3B",0.207495393782587,0.792504606217413,0.703235459380349,0.410084022632535,0.568864583741686
"TENM3",0.20761953297529,0.79238046702471,0.408711957871078,0.843205665974101,0.594737804957727
"GLIS3",0.20767180210906,0.79232819789094,0.98444993270349,0.625811804983862,0.150162687678858
"RCAN3",0.207737138526272,0.792262861473728,0.73947103636625,0.832013537705646,0.53372012492323
"PSMF1",0.207802474943484,0.792197525056516,0.77859448299293,0.787421432958302,0.840709814836594
"G2E3",0.207920080494466,0.792079919505534,0.447456453277928,0.740261607014518,0.745488520391496
"R3HCC1L",0.207965815986515,0.792034184013485,0.627647758307526,0.929528140394893,0.373266951533446
"MSMO1",0.207978883269957,0.792021116730043,0.26437727860755,0.523024553425588,0.162269525788284
"KRBOX4",0.208135690671266,0.791864309328734,0.372097429665347,0.855795993570897,0.35768421602833
"AP4B1",0.208220628013642,0.791779371986358,0.665072458086688,0.761391404340952,0.338494910293099
"IDH2",0.208325166281182,0.791674833718818,0.739268493472892,0.739542906425183,0.381211859866452
"JAKMIP1",0.208560377383146,0.791439622616854,0.756647980451344,0.715146288238138,0.873012139506318
"MCEE",0.208645314725522,0.791354685274478,0.439923164373358,0.581905732617246,0.670750192742431
"CACNA1E",0.208697583859291,0.791302416140709,0.442967841415448,0.832608099102278,0.223313340389666
"CXorf40A.CXorf40B.1",0.20874331935134,0.79125668064866,0.271766827394253,0.730879297502842,0.21323193121382
"CSMD1",0.208860924902322,0.791139075097678,0.294549636076156,0.91508225854927,0.337116311889921
"ACSL5",0.208926261319534,0.791073738680466,0.412978425915037,0.993309550877468,0.66460203588276
"HELLS",0.20895892952814,0.79104107047186,0.237831092294223,0.638866021142865,0.0610111463927764
"ZIC1",0.209030799587074,0.790969200412926,0.491506265762411,0.59443072379683,0.476883975590314
"AKAP6",0.209070001437401,0.790929998562599,0.475165627817633,0.887314281234074,0.504253400760516
"SPACA6",0.209128804212892,0.790871195787108,0.779077972480301,0.861676271119997,0.896298038600755
"EIF2AK4",0.209135337854613,0.790864662145387,0.523135625334849,0.34951063023508,0.546702471023299
"SAP30",0.209148405138056,0.790851594861944,0.208292498072576,0.42763991793746,0.603937172501209
"BAMBI",0.209475087224117,0.790524912775883,0.971663595855058,0.860872633188287,0.494799221189907
"MED14",0.20954695728305,0.79045304271695,0.353260940583062,0.914964652998288,0.117135128778078
"RPS11",0.209553490924772,0.790446509075228,0.372750793837469,0.427123760241483,0.797280698315627
"WDR7",0.209690697400917,0.790309302599083,0.559593346139271,0.812157800514851,0.606021404210279
"TFEC",0.209854038443948,0.790145961556052,0.296039306388595,0.985645589138474,0.0762737334535524
"FYB",0.20986710572739,0.79013289427261,0.0442915572281678,0.621512668731298,0.070217047577979
"RSRP1",0.209938975786324,0.790061024213676,0.620166738536726,0.938426960419198,0.502920537849387
"NOL8",0.2100239131287,0.7899760868713,0.480660420505181,0.539391325937251,0.202248879480445
"SNHG19",0.210089249545912,0.789910750454088,0.241457263449501,0.638264926104512,0.309884093195866
"DNAJB11",0.210167653246567,0.789832346753433,0.654076339069871,0.716204738196976,0.256876657911587
"ZNF527",0.210409397990252,0.789590602009748,0.638885622068028,0.515458596312413,0.817521920367975
"ERICH3",0.210494335332628,0.789505664667372,0.381760685771035,0.87062082663635,0.125922876893123
"FAM217B",0.210527003541234,0.789472996458766,0.327688266886197,0.584368915546147,0.571380035804357
"SELENOH",0.210579272675004,0.789420727324996,0.378232519241575,0.355541181543769,0.378912017980582
"UQCR10",0.210625008167052,0.789374991832948,0.25930063899016,0.5038483149738,0.291537627242673
"PLCB1",0.210657676375658,0.789342323624342,0.37286186574673,0.353293608791668,0.446267330484665
"VHL",0.21077528192664,0.78922471807336,0.547747853698695,0.910312700092778,0.578808786441387
"FLJ37453",0.210794882851804,0.789205117148196,0.621140251153188,0.650424033347707,0.749924863120206
"NDUFA1",0.210821017418689,0.789178982581311,0.264311942190338,0.541926378925085,0.0944176565133874
"ATP6V0A2",0.210840618343852,0.789159381656148,0.74096724032041,0.357475139493251,0.392501992760725
"PIGCP1",0.210905954761065,0.789094045238935,0.233427417774119,0.973630222013146,0.615429848288839
"CD8A",0.210919022044507,0.789080977955493,0.418185738366851,0.864596808969383,0.187711526650725
"ATG101",0.21093208932795,0.78906791067205,0.355730657153684,0.599010806643407,0.203045983770434
"SEC11A",0.210958223894835,0.789041776105165,0.581565983247743,0.955760711905602,0.760280685248344
"LONRF1",0.211010493028604,0.788989506971396,0.598285572412351,0.910952996981457,0.512276712794177
"B3GALNT1",0.211062762162374,0.788937237837626,0.406294510434226,0.724195382022031,0.419159250983313
"PPIB",0.211239170488847,0.788760829511153,0.574326708220628,0.927006154690501,0.305839768970429
"GSTZ1",0.211395977890156,0.788604022109844,0.317809400603709,0.212186548538424,0.255413122166033
"INTS6L",0.21141557881532,0.78858442118468,0.428169142916879,0.994472539103846,0.0504070458792322
"PIK3R1",0.211454780665647,0.788545219334353,0.521567551321756,0.455447097102983,0.58214094371921
"GFPT1",0.211572386216629,0.78842761378337,0.428084205574503,0.0576724554732316,0.85426712140813
"CDH8",0.211644256275563,0.788355743724437,0.567126635043841,0.501025781750232,0.174121551870582
"MAATS1",0.211663857200727,0.788336142799273,0.593868830608805,0.535719419289924,0.0540005488259045
"PSMB2",0.211709592692775,0.788290407307225,0.695127210004312,0.117278868895945,0.639708860924902
"RILPL2",0.211729193617939,0.788270806382061,0.631705149816405,0.748513596508422,0.106086740627491
"ATP5I",0.211742260901381,0.788257739098619,0.148477008114783,0.140316489604976,0.0467024710232989
"FKBP1A",0.211755328184824,0.788244671815176,0.473061795183399,0.462418492819528,0.179106720503874
"GSK3B",0.211781462751709,0.788218537248291,0.401270139950606,0.847570138643877,0.958929528140395
"CNTN3",0.211820664602036,0.788179335397964,0.210017379486978,0.460765481464058,0.943549335528637
"MT1E",0.211938270153018,0.788061729846982,0.0475975799391064,0.979954787199289,0.792726750035935
"PIGH",0.211944803794739,0.788055196205261,0.576214930678061,0.828518039384792,0.961542984828884
"ATP8B4",0.211970938361624,0.788029061638376,0.499340102186157,0.968004756491173,0.530322631228194
"KLHL11",0.212402158715225,0.787597841284775,0.526441648045788,0.773485175166934,0.436996092882251
"PHPT1",0.212604701608583,0.787395298391417,0.362845792988096,0.0195421223881768,0.2632534922315
"GPR158",0.212670038025795,0.787329961974205,0.476361284252617,0.0779267448090216,0.671397023272832
"CEP41",0.212715773517843,0.787284226482157,0.457276516784926,0.657395429064252,0.291903511179061
"LRRC43",0.212722307159565,0.787277692840435,0.290929998562599,0.503338690919545,0.510577965946659
"DIABLO",0.212781109935056,0.787218890064944,0.594025638010114,0.62248618134776,0.984142851542593
"STX17",0.212826845427104,0.787173154572896,0.648679551008141,0.828596443085447,0.559155592143949
"XIAP",0.21296405190325,0.78703594809675,0.435486821644648,0.612339435754701,0.739778117527147
"WDR49",0.213042455603905,0.786957544396095,0.53158362408039,0.952271747226469,0.24481555529421
"RBBP6",0.213146993871444,0.786853006128556,0.343721823670077,0.986174814117893,0.242509179766618
"IL1R1",0.213192729363493,0.786807270636507,0.54312856900179,0.746612306767546,0.695212147346688
"PEA15",0.213205796646935,0.786794203353065,0.572961177100892,0.441902857814889,0.667476838240098
"ADARB1",0.213264599422426,0.786735400577574,0.599892848275772,0.787225423706666,0.702693167117488
"CATSPERE",0.21328420034759,0.78671579965241,0.338919597004979,0.815646765193984,0.338703986828178
"FPR1",0.213434474107178,0.786565525892822,0.0628340324329975,0.528414807845597,0.0391365139101232
"PSD3",0.213480209599226,0.786519790400774,0.463888562206803,0.769898205861983,0.978817933539796
"JOSD1",0.213493276882669,0.786506723117331,0.700047042220393,0.977942425549153,0.760385223515883
"UBA5",0.21349981052439,0.78650018947561,0.474551465495838,0.580886484508735,0.7446587478929
"NDUFA7",0.213669685209142,0.786330314790858,0.843453944359507,0.449671357821423,0.218452310949077
"YIPF4",0.213689286134305,0.786310713865695,0.409162779149843,0.495178172409738,0.995544056346126
"AFF4",0.213695819776027,0.786304180223973,0.334986344688803,0.853724829145269,0.480163863734368
"SIX4",0.21371542070119,0.78628457929881,0.571785121591072,0.783311772315653,0.205796646935069
"C6orf106",0.21376768983496,0.78623231016504,0.64664105479112,0.791570295451279,0.583081788127066
"WWOX",0.213865694460779,0.786134305539221,0.640218484979158,0.749160427038823,0.549041514759497
"GATC",0.213904896311106,0.786095103688894,0.338325035608347,0.591255373920316,0.705391561148353
"KCNMA1",0.213976766370039,0.786023233629961,0.509218968468645,0.858311445633567,0.732048819370941
"NUP153",0.214100905562743,0.785899094437257,0.58304911991846,0.276908803428855,0.811020946855358
"PAXIP1.AS2",0.214146641054791,0.785853358945209,0.593333071987664,0.808276817332445,0.849327688266886
"INO80E",0.214231578397167,0.785768421602833,0.446829223672691,0.56338285833758,0.585786715799652
"FANCI",0.214342650306428,0.785657349693572,0.471415317469651,0.723391744090321,0.11639682726358
"HDAC1",0.21446025585741,0.78553974414259,0.724639669659075,0.419433663935604,0.145275523671384
"SLIT3",0.214473323140852,0.785526676859148,0.254798959844238,0.734531603225006,0.707658734825617
"MED11",0.214492924066016,0.785507075933984,0.596848171233682,0.486527630770839,0.857560076835627
"SNHG15",0.214669332392489,0.785330667607511,0.307924000679499,0.227044049812484,0.27191056751212
"NABP1",0.214760803376586,0.785239196623414,0.437603721562324,0.561475034954983,0.948456100461275
"CDC42SE1",0.214858808002404,0.785141191997596,0.552288734694944,0.242718256301697,0.75716413814732
"COX10",0.214937211703059,0.785062788296941,0.574437780129889,0.47429665346871,0.636958197760268
"RNMT",0.214956812628223,0.785043187371777,0.478922471807336,0.0714715067884537,0.984116716975708
"NDUFA8",0.214969879911665,0.785030120088335,0.548688698106551,0.0202738902609536,0.394743031871104
"ZBTB9",0.214982947195108,0.785017052804892,0.519065166542527,0.788100931697309,0.909848811530571
"MRPS11",0.21499601447855,0.78500398552145,0.442530087420126,0.887765102512839,0.323663543585924
"ZC3H12B",0.21504828361232,0.78495171638768,0.271577351784338,0.910672050387445,0.260182680622525
"ARIH2",0.215309629281169,0.784690370718831,0.650959791968848,0.220111855946267,0.587661870973643
"RPL7L1",0.215329230206332,0.784670769793668,0.546905013916657,0.199060462320488,0.546199380610765
"PCLO",0.215361898414938,0.784638101585062,0.258516601983614,0.978680727063651,0.884204267774772
"PPP1R1A",0.215401100265266,0.784598899734734,0.826871561671044,0.977550407045879,0.373861512930077
"TDG",0.215655912292394,0.784344087707606,0.383884119330432,0.611392057705124,0.609438498830478
"THRAP3",0.215682046859278,0.784317953140722,0.557698590040117,0.694983469886445,0.709337880747971
"UGGT2",0.215727782351327,0.784272217648673,0.597096449619089,0.888457668535288,0.407633906987076
"ANKRD18EP",0.215812719693703,0.784187280306297,0.272590066251127,0.619369634246737,0.102872188900649
"ATAD2",0.215930325244685,0.784069674755315,0.489010414624904,0.168156336979105,0.268140656238974
"HINFP",0.21600872894534,0.78399127105466,0.684810589726502,0.758960889620657,0.911351549126452
"MEF2C.AS1",0.216191670913534,0.783808329086466,0.572921975250565,0.558482627046663,0.650763782717211
"COQ2",0.216211271838697,0.783788728161303,0.744567276908803,0.765703607876958,0.37232610712559
"DUSP19",0.216230872763861,0.783769127236139,0.402086845165759,0.882329112600781,0.833790688253819
"TRIM65",0.216237406405582,0.783762593594418,0.653292302063324,0.728383446365335,0.727730082193213
"TRIM9",0.216243940047304,0.783756059952696,0.353404680700929,0.959563291387354,0.589288747762228
"CACNG3",0.216649025834019,0.783350974165981,0.355436643276229,0.995178172409738,0.428143008349994
"CAPRIN2",0.216740496818116,0.783259503181884,0.639447515256053,0.9431377161002,0.111006572843572
"SYT1",0.216799299593607,0.783200700406393,0.560011499209429,0.78147581899199,0.493923713199263
"MEIOC",0.21681236687705,0.78318763312295,0.325839246279091,0.898382270309825,0.702288081330772
"NTRK2",0.216943039711474,0.783056960288526,0.841239039816013,0.124812157800515,0.716479151149268
"TMEM150A",0.216956106994917,0.783043893005083,0.444470579011329,0.531825368824075,0.135435859239223
"MRPS23",0.217047577979014,0.782952422020986,0.22840958093222,0.395442131535275,0.320128843414742
"EXOSC7",0.217093313471063,0.782906686528937,0.677682386608648,0.409835744247128,0.769342846315679
"EIF4E2",0.217099847112784,0.782900152887216,0.658571484574072,0.384073594940348,0.989448168620226
"CECR6",0.21713251532139,0.78286748467861,0.102826453408601,0.831908999438107,0.235818730644086
"NCKAP1L",0.217550668391548,0.782449331608452,0.0440498124844826,0.574784063141114,0.0141322670430044
"SUGT1P3",0.217583336600154,0.782416663399846,0.565813373057875,0.247187267239014,0.415611483528689
"COX7B",0.217825081343839,0.782174918656161,0.424124818691442,0.758255256314765,0.42545114796085
"USP24",0.217838148627282,0.782161851372718,0.993407555503286,0.686378663739595,0.312321141557881
"GM2A",0.218217099847113,0.781782900152887,0.757654161276412,0.930717263188156,0.648209128804213
"PTPRQ",0.218275902622604,0.781724097377396,0.405000849373424,0.724214982947195,0.972780848589387
"HIST1H4J",0.218288969906046,0.781711030093954,0.057535248997086,0.652488664131614,0.00853293608791672
"OXA1L",0.218373907248422,0.781626092751578,0.662243391221399,0.898147059207861,0.91064591582056
"ITPA",0.218393508173586,0.781606491826414,0.300580187384845,0.501966626158088,0.95655128255387
"PPIE",0.218530714649732,0.781469285350268,0.441621911220876,0.72963790557581,0.450494596678296
"CTNNA3",0.21868098840932,0.78131901159068,0.241104446796556,0.815875442654227,0.00402472330027315
"EIF4G3",0.218726723901368,0.781273276098632,0.486945783840997,0.891731023037621,0.489938191749317
"ZNF217",0.218778993035138,0.781221006964862,0.291727102852588,0.011976165275001,0.237243064539313
"ICE1",0.218811661243744,0.781188338756256,0.436721679929959,0.246854051511231,0.615449449214003
"CDH13",0.218994603211938,0.781005396788062,0.686783749526311,0.638153854195251,0.774791903511179
"MEIS1",0.219073006912593,0.780926993087407,0.696048453487005,0.871136984332327,0.95986383890653
"ZNFX1",0.219125276046363,0.780874723953637,0.925986906581991,0.884001724881414,0.294712977119187
"NTM",0.219275549805951,0.780724450194049,0.617474878147582,0.711010493028604,0.350595214760803
"IL27RA",0.219334352581442,0.780665647418558,0.610928169142917,0.837514864034916,0.511244397402224
"EHBP1",0.219471559057588,0.780528440942412,0.415010388490337,0.0315052203797352,0.728278908097796
"GRIA1",0.21970023651783,0.78029976348217,0.548923909208515,0.832627700027441,0.721046166712402
"BPNT1",0.219850510277418,0.780149489722582,0.551315222078482,0.859703111320188,0.761607014517752
"ZMYM5",0.219889712127746,0.780110287872254,0.48653416441256,0.843545415343604,0.414735975538045
"FAM87A",0.220013851320449,0.779986148679551,0.576410939929698,0.721039633070681,0.0815855841729063
"JPH1",0.220105322304546,0.779894677695454,0.374168594090974,0.801115946005985,0.412815084872006
"PUS7",0.220170658721758,0.779829341278242,0.8065388686346,0.698982058619834,0.778228599056542
"EDN1",0.220373201615116,0.779626798384884,0.159002704927673,0.923510656369647,0.737674284892914
"DCN",0.220386268898559,0.779613731101441,0.358050099964718,0.826721287911456,0.412338129026357
"ZNF599",0.220490807166098,0.779509192833902,0.808172279064905,0.610444679655546,0.48011812824232
"RPL18",0.220634547283965,0.779365452716035,0.189534412690946,0.233237942164203,0.602173089236479
"SATB2.AS1",0.220654148209129,0.779345851790871,0.557058293151437,0.233943575470095,0.877964639931005
"KCNK10",0.220915493877978,0.779084506122022,0.905105387640963,0.98808263750049,0.135533863865041
"IRAK3",0.220974296653469,0.779025703346531,0.708377435414952,0.8615848001359,0.446032119382701
"SNRPF",0.221026565787238,0.778973434212762,0.339945378755211,0.588504710755681,0.780188691572909
"NLRC3",0.221124570413057,0.778875429586943,0.408999438106812,0.487403138761483,0.991721875939211
"GATAD1",0.22114417133822,0.77885582866178,0.609092215819253,0.60431612372104,0.248480928299816
"ERAP1",0.221150704979942,0.778849295020058,0.604616671240216,0.58422517542828,0.378931618905746
"MAN2A1",0.221229108680596,0.778770891319404,0.463078390633371,0.783978203771218,0.0793380114208058
"PPM1E",0.221320579664694,0.778679420335306,0.490336743894312,0.427790191697048,0.526781397415291
"KCNQ5",0.221333646948136,0.778666353051864,0.313680139035896,0.965489304428502,0.664680439583415
"XYLB",0.221340180589857,0.778659819410143,0.445855711056229,0.861996419564337,0.836698158819763
"PCDHB4",0.221412050648791,0.778587949351209,0.292321664249219,0.220941628444863,0.942419015510865
"ANKH",0.221490454349445,0.778509545650555,0.734139584721732,0.830602271093862,0.451167561775582
"CA10",0.221823670077228,0.778176329922772,0.624335201954866,0.962098344375188,0.0785605080559802
"MTFR1",0.221973943836816,0.778026056163184,0.653958733518889,0.893972062148,0.220497340807819
"VAT1L",0.222111150312961,0.777888849687039,0.814215897657036,0.963777490297542,0.161557358840671
"MYO5A",0.222267957714271,0.777732042285729,0.401982306898219,0.813948018346466,0.880251414533433
"EMSY",0.222307159564598,0.777692840435402,0.644171338220497,0.745632260509363,0.191899590994028
"TMEM106C",0.222548904308283,0.777451095691717,0.523266298169274,0.678675500150274,0.671978517386021
"RGS3",0.222607707083774,0.777392292916226,0.541612764122467,0.656356580030578,0.532217387327349
"ST18",0.222790649051969,0.777209350948031,0.382093901498817,0.767539561200622,0.0043775399532191
"YPEL4",0.22311733113803,0.77688266886197,0.371816483071334,0.00382218040691518,0.844695336286539
"LHFPL2",0.223149999346636,0.776850000653364,0.559933095508775,0.119454571589112,0.99786349915716
