"","R2gainPvalue","R2losePvalue","AshiftPvalue","phasePvalue","intshiftPvalue"
"USP37",0.576051589635031,0.423948410364969,0.863015667672848,0.720516941732983,0.79863316215192
"RPRD1A",0.576143060619128,0.423856939380872,0.84026552719955,0.673768735217636,0.889516118494126
"CORT",0.576188796111176,0.423811203888824,0.426130646699858,0.627144667894991,0.0131914226351484
"SRGAP2C",0.576214930678061,0.423785069321939,0.44869784520496,0.929057718190965,0.0917976661831772
"TMEM266",0.576227997961504,0.423772002038496,0.463254798959844,0.0535693284723039,0.564467442863303
"FOXN3",0.576352137154207,0.423647862845793,0.694767859709645,0.718942334078168,0.674454767598364
"DBR1",0.576495877272074,0.423504122727926,0.967802213597815,0.760509362708586,0.981862610581886
"ADAMTS9",0.576750689299202,0.423249310700798,0.410560978478184,0.694990003528167,0.12986266285102
"PRORSD1P",0.576874828491905,0.423125171508095,0.775014047329701,0.706489212957518,0.394324878800946
"GBA2",0.576887895775347,0.423112104224653,0.616684307499314,0.648927829393547,0.521613286813804
"ALG6",0.576966299476002,0.423033700523998,0.937557986070276,0.428927045356541,0.548224809544344
"HEBP2",0.576998967684608,0.423001032315392,0.438707907013211,0.812745828269761,0.152743476158741
"SYT5",0.57722111150313,0.42277888849687,0.835894520888053,0.770943588537379,0.0764044062879768
"IQCJ",0.577247246070014,0.422752753929986,0.742816260927516,0.954225306101115,0.0435271211467848
"TRAM1L1",0.577319116128948,0.422680883871052,0.924523370836437,0.777588302167862,0.934297698851386
"PLA2R1",0.577338717054112,0.422661282945888,0.741110980438277,0.836371476733702,0.150900989193357
"VCPKMT",0.577371385262718,0.422628614737282,0.916637265278921,0.449168267408888,0.317299776549453
"SAMD1",0.577430188038209,0.422569811961791,0.377742496112483,0.970226194676389,0.723248003972454
"ZNF79",0.577462856246815,0.422537143753185,0.818815581428777,0.452729102146955,0.471585192154403
"TUBA1A",0.577554327230912,0.422445672769088,0.774818038078064,0.924961124831759,0.122179100186862
"SLC25A33",0.577567394514354,0.422432605485646,0.825741241653273,0.944091627791498,0.236165013655311
"MXRA7",0.577606596364682,0.422393403635318,0.898330001176056,0.0574829798633162,0.346544356893645
"SPAG6",0.577639264573288,0.422360735426712,0.878167182824363,0.349602101219178,0.077907143883858
"KIAA1024",0.577645798215009,0.422354201784991,0.647294418963242,0.68234087315588,0.447404184144158
"POLR2E",0.57765233185673,0.42234766814327,0.740424948057548,0.857560076835627,0.678074405111921
"XPO6",0.577730735557385,0.422269264442615,0.875632129836528,0.958171625700733,0.692690161642296
"PRPF3",0.577802605616318,0.422197394383682,0.615122767127942,0.947711265305056,0.35405151123133
"X3.Mar",0.577835273824925,0.422164726175075,0.751042115854535,0.739379565382153,0.139924471101703
"KIF17",0.577926744809022,0.422073255190978,0.826564480510147,0.928058071007618,0.354332457825343
"RBM28",0.57802474943484,0.42197525056516,0.872907601238778,0.58614606609432,0.0876292027650372
"LOC729970",0.578109686777216,0.421890313222784,0.611490062330942,0.293092633972324,0.408417943993623
"ATP5SL",0.578253426895083,0.421746573104917,0.704208971996812,0.943320658068394,0.544010610634155
"MORC2.AS1",0.578318763312295,0.421681236687705,0.809537810184641,0.999908529015903,0.340232858990944
"LRRC8B",0.578325296954016,0.421674703045984,0.839814705920786,0.659714871875286,0.960255857409803
"DECR2",0.578384099729507,0.421615900270493,0.652501731415056,0.934898793889738,0.712454427848994
"TPST1",0.578449436146719,0.421550563853281,0.736890247886367,0.928940112639983,0.554719249415239
"ZNF782",0.578501705280489,0.421498294719511,0.641335737713487,0.294850183595332,0.844224914082611
"PPP4C",0.578521306205653,0.421478693794347,0.543729664040143,0.734890953519673,0.498438459628628
"C19orf48",0.578638911756635,0.421361088243365,0.766918865237106,0.716929972428032,0.770277157081814
"ZBTB18",0.57888065650032,0.42111934349968,0.970663948671711,0.796633867785226,0.331882864871222
"SYN1",0.579057064826793,0.420942935173207,0.549636076156128,0.953121120650228,0.633149084636795
"CCDC30",0.57909626667712,0.42090373332288,0.53452376285494,0.144694029558195,0.687293373580566
"UBE2D3",0.579168136736054,0.420831863263946,0.804853189070524,0.683451592248487,0.708468906399049
"CCDC15",0.579207338586381,0.420792661413619,0.496798515556601,0.0601421720438539,0.429025049982359
"PACSIN2",0.57925307407843,0.42074692592157,0.798724633136017,0.549688345289898,0.390372025559606
"CD83",0.579259607720151,0.420740392279849,0.787970258862885,0.784121943889085,0.117651286474055
"CEPT1",0.579279208645315,0.420720791354685,0.857305264808499,0.937296640401427,0.745050766396174
"LINC00094",0.579390280554576,0.420609719445424,0.791335084349315,0.957903746390163,0.897709305212539
"THOC6",0.579488285180394,0.420511714819606,0.549603407947522,0.411789303121774,0.341578789185516
"EEA1",0.579566688881048,0.420433311118951,0.752257373214682,0.439263266559515,0.365282841350112
"DMXL2",0.579801899983013,0.420198100016987,0.67502319442811,0.143250094737805,0.920087028107727
"PLEKHO2",0.579854169116782,0.420145830883218,0.660786389117566,0.667280828988462,0.231055705829315
"PDCD4",0.579860702758504,0.420139297241496,0.547597579939106,0.585662576606949,0.139682726358017
"ZNF891",0.579867236400225,0.420132763599775,0.935114404066539,0.709370548956577,0.126883322226142
"DNAJC28",0.579919505533995,0.420080494466005,0.703686280659114,0.930998209782168,0.684327100239131
"RALGAPA1",0.579971774667764,0.420028225332236,0.734119983796569,0.554974061442367,0.796437858533589
"TXNDC9",0.579984841951207,0.420015158048793,0.94051772576999,0.85260757641094,0.958119356566963
"ZNF747",0.58000444287637,0.41999555712363,0.771198400564507,0.968187698459367,0.979575835979458
"NPTXR",0.580037111084976,0.419962888915023,0.858703464136841,0.963418140002875,0.787591307643054
"TRIM37",0.580193918486286,0.419806081513714,0.699060462320488,0.922726619363101,0.84561004612751
"CENPC",0.580239653978334,0.419760346021666,0.523612581180498,0.141577482457172,0.178113606962249
"TMBIM4",0.580252721261777,0.419747278738223,0.646373175480549,0.175408679289662,0.581023690984881
"CHRM3.AS2",0.580304990395547,0.419695009604453,0.476779437322775,0.921204280842056,0.0218811661243744
"DSCR3",0.580396461379644,0.419603538620356,0.928554627778431,0.979928652632404,0.764253139414847
"IRF2BPL",0.58042912958825,0.41957087041175,0.641178930312177,0.863002600389405,0.654879977001581
"CCDC58",0.580566336064396,0.419433663935604,0.925327008768147,0.925973839298548,0.422386869993597
"PHTF1",0.580585936989559,0.419414063010441,0.994106655167457,0.982783854064578,0.238000966978975
"PLOD3",0.580625138839887,0.419374861160113,0.605289636337502,0.455669240921505,0.170678322683497
"CCKBR",0.580736210749147,0.419263789250853,0.652619336966038,0.505403321703451,0.245521188600102
"MGAT4B",0.580866883583572,0.419133116416428,0.598239836920303,0.938975786323781,0.482705450363924
"TMEM160",0.580879950867014,0.419120049132986,0.0162426333189594,0.0260561631842356,0.677911064068891
"SEL1L",0.580886484508735,0.419113515491265,0.842277888849687,0.540116560168307,0.814562180668261
"SOX5",0.580893018150457,0.419106981849543,0.755138709213742,0.566440602663112,0.778137128072445
"ARNT",0.580932220000784,0.419067779999216,0.829661426686006,0.739359964456989,0.491225319168398
"GNPTG",0.580977955492833,0.419022044507167,0.549479268754819,0.78281521554484,0.674827185176474
"VSTM2L",0.580984489134554,0.419015510865446,0.461987272465927,0.951291700968286,0.361486795510081
"CENPQ",0.581036758268324,0.418963241731676,0.747840631411136,0.708867458544043,0.220412403465444
"EPHA7",0.581062892835209,0.418937107164791,0.671847844551596,0.53153135494662,0.66486991519333
"SPTLC2",0.581193565669633,0.418806434330367,0.755086440079972,0.641838828126021,0.248154246213755
"CDC16",0.581258902086845,0.418741097913155,0.77730735557385,0.636128425261672,0.488729468030891
"SLC8A2",0.581265435728566,0.418734564271434,0.974473061795183,0.872136631515674,0.68822115070498
"PTCD3",0.581376507637827,0.418623492362173,0.869457838409973,0.664680439583415,0.356011603747697
"SCG2",0.58138957492127,0.41861042507873,0.852581441844055,0.66551021208201,0.109889320109242
"DNAJB9",0.581507180472252,0.418492819527748,0.942680361179714,0.686548538424347,0.589020868451658
"SLC37A1",0.581513714113973,0.418486285886027,0.743926980020124,0.823990225671985,0.478321376768983
"LHPP",0.581598651456349,0.418401348543651,0.955505899878474,0.561494635880147,0.822134671423158
"KEAP1",0.581761992499379,0.418238007500621,0.661354815947313,0.210964757536556,0.572830504266468
"PPFIA3",0.581788127066264,0.418211872933736,0.586132998810877,0.919159250983313,0.730996903053824
"X8.Sep",0.581814261633149,0.418185738366851,0.685437819331739,0.0693742077959413,0.869118089040469
"DCAF17",0.58187306440864,0.41812693559136,0.802834293778666,0.496426097978491,0.867589216877703
"PDIA6",0.581912266258967,0.418087733741033,0.979419028578149,0.980895631607145,0.327211311040548
"TMEM17",0.581951468109295,0.418048531890705,0.569720490807166,0.634873966051198,0.654409554797653
"B4GALT7",0.582186679211259,0.417813320788741,0.861421459092869,0.749474041841442,0.784527029675801
"RASGRF2",0.582219347419865,0.417780652580135,0.742064892129575,0.810981745005031,0.864230925032995
"MTCH1",0.582258549270192,0.417741450729808,0.567825734708012,0.230108327779738,0.784030472904988
"DYNLL2",0.582265082911913,0.417734917088087,0.83363388085251,0.461830465064618,0.585597240189737
"MYH7",0.58235655389601,0.417643446103989,0.69672141858429,0.849249284566231,0.224306453931292
"LBR",0.582421890313223,0.417578109686777,0.705711709592693,0.73781802501078,0.610856299083983
"PGM2L1",0.582539495864205,0.417460504135795,0.809367935499889,0.54857762619729,0.320697270244489
"FZD6",0.582552563147647,0.417447436852353,0.587295987037255,0.772322186940557,0.318488899342716
"TCEAL7",0.582696303265514,0.417303696734486,0.912076783357508,0.84037006546709,0.405503939785958
"UIMC1",0.582722437832399,0.417277562167601,0.517399087903616,0.639022828544174,0.251695480026657
"ST6GALNAC6",0.58278124060789,0.41721875939211,0.436702079004796,0.238582461092164,0.199655023717119
"DECR1",0.582813908816496,0.417186091183504,0.700909482927594,0.905954761064722,0.59678283481647
"COL11A1",0.58283350974166,0.41716649025834,0.899283912867354,0.643674781449684,0.86986945783841
"DESI1",0.582892312517151,0.417107687482849,0.81797927528846,0.667522573732147,0.903066891423942
"RGS12",0.582990317142969,0.417009682857031,0.683262116638572,0.723966704561789,0.416055771165732
"YKT6",0.583003384426412,0.416996615573588,0.641329204071766,0.869346766500712,0.553758804082219
"FXN",0.583068720843624,0.416931279156376,0.672919361793877,0.862865393913259,0.779058371555137
"CCDC71",0.583088321768787,0.416911678231213,0.940720268663348,0.865668326211664,0.752923804670247
"CCDC127",0.583120989977394,0.416879010022606,0.847472134018059,0.857638480536281,0.651064330236387
"IL1RAPL2",0.583140590902557,0.416859409097443,0.94254968834529,0.138304127954839,0.193879284435559
"MIS18A",0.583179792752885,0.416820207247115,0.819410142825408,0.826557946868426,0.938818978922472
"HIP1",0.583218994603212,0.416781005396788,0.878859748846812,0.650241091379513,0.194931200752676
"POLR3B",0.583238595528376,0.416761404471624,0.637056202386086,0.00344322918708428,0.87948697845205
"HIST1H1E",0.583310465587309,0.416689534412691,0.361493329151803,0.66845035085656,0.674128085512303
"NGLY1",0.583395402929685,0.416604597070315,0.919159250983313,0.874985299306127,0.499719053405987
"SMAD2",0.583401936571406,0.416598063428594,0.72659322853372,0.467893684581912,0.912965358631594
"ALDH18A1",0.583552210330994,0.416447789669006,0.823951023821658,0.663759196100723,0.889842800580187
"CHD2",0.583722085015746,0.416277914984254,0.704189371071648,0.863904242946934,0.255635265984554
"XPNPEP3",0.583800488716401,0.416199511283599,0.680531054399101,0.825506030551309,0.489618043304977
"ST6GAL1",0.583813555999843,0.416186444000157,0.937113698433233,0.589974780142956,0.0959073268258261
"ECHDC1",0.583820089641564,0.416179910358436,0.93656487252865,0.929123054608177,0.954284108876606
"NEFH",0.583826623283286,0.416173376716714,0.966665359938322,0.740640558234349,0.011976165275001
"SUSD5",0.583846224208449,0.416153775791551,0.822154272348322,0.938551099611902,0.112587714140107
"CCND2",0.58395729611771,0.41604270388229,0.894364080651273,0.963699086596887,0.43918486285886
"USP22",0.58406183438525,0.41593816561475,0.978876736315287,0.7521397676637,0.900473035660617
"POLR2L",0.584094502593856,0.415905497406144,0.271570818142616,0.0570517595097155,0.0607498007239275
"DGKI",0.584166372652789,0.415833627347211,0.753590236125812,0.51630143609445,0.874155526807532
"DDX50",0.584290511845492,0.415709488154508,0.965352097952357,0.981901812432213,0.643740117866897
"PTMS",0.584486521097129,0.415513478902871,0.509624054255361,0.880061938923517,0.235550851333516
"C1orf204",0.584499588380572,0.415500411619428,0.682563016974401,0.640943719210213,0.208285964430854
"ERI1",0.584532256589178,0.415467743410822,0.744946228128634,0.550276373044808,0.704195904713369
"COX18",0.584604126648111,0.415395873351889,0.703006781920107,0.761737687352176,0.69196492741124
"GTF3C1",0.58464986214016,0.41535013785984,0.999222496635174,0.93795653821527,0.456747291805507
"COL25A1",0.584715198557372,0.415284801442628,0.695362421106276,0.446652815346218,0.128562468148497
"LOC102723694",0.584747866765978,0.415252133234022,0.492937133299358,0.947665529813007,0.153030956394475
"FAM198B",0.58476093404942,0.41523906595058,0.757039998954617,0.398904961647523,0.563931684242163
"NUDCD3",0.584780534974584,0.415219465025416,0.884589752636324,0.679929959360749,0.927646451579181
"ITPKA",0.584878539600402,0.415121460399598,0.517007069400342,0.960928822507089,0.130921112809858
"ERCC3",0.585009212434827,0.414990787565173,0.687195368954748,0.825741241653273,0.741594469925647
"MOB3B",0.585035347001712,0.414964652998288,0.328387366550368,0.942941706848563,0.14766030289963
"RHBDF1",0.585113750702366,0.414886249297634,0.783840997295072,0.670887399218576,0.603074731794007
"ATPIF1",0.585244423536791,0.414755576463209,0.690266180563723,0.269715263893789,0.180400381564677
"ANO5",0.585250957178512,0.414749042821488,0.827675199602755,0.740385746207221,0.410711252237772
"NANOS1",0.58529015902884,0.41470984097116,0.692056398395338,0.901995374181661,0.679302729755511
"BRD3",0.585322827237446,0.414677172762554,0.863048335881454,0.982424503769911,0.334156572190207
"CHCHD10",0.585355495446052,0.414644504553948,0.16181870450952,0.443301057143231,0.208331699922903
"TMX3",0.585362029087773,0.414637970912227,0.717576802958433,0.7747984371529,0.692644426150248
"IER3",0.5854012309381,0.4145987690619,0.342983522155579,0.336881100787957,0.857488206776693
"RSPH9",0.585427365504985,0.414572634495015,0.393978595789721,0.0764632090634678,0.11292092986789
"DDI2",0.585479634638755,0.414520365361245,0.883518235394044,0.995256576110392,0.242045291204412
"NTNG2",0.585597240189737,0.414402759810263,0.700491329857436,0.933487527277954,0.229618304650646
"NELFB",0.585629908398343,0.414370091601657,0.465508905353666,0.788087864413867,0.859474433859945
"GPR68",0.585636442040064,0.414363557959936,0.792641812693559,0.812007526755263,0.427476576894429
"FZD4",0.585656042965228,0.414343957034772,0.853149868673801,0.736178080938754,0.917584643328498
"ALKBH6",0.585695244815555,0.414304755184445,0.427019221973944,0.114691546774341,0.244580344192246
"TSPAN4",0.585767114874489,0.414232885125511,0.531923373449893,0.578442902504998,0.7933931814915
"UBE2L3",0.58587818678375,0.41412181321625,0.628248853345878,0.458341500385485,0.55637879441243
"PAIP2B",0.585884720425471,0.414115279574529,0.46937682125263,0.370797234962824,0.0518509806996224
"BBS9",0.585969657767847,0.414030342232153,0.801886915729089,0.966933239248893,0.552987834359115
"ORC4",0.586002325976453,0.413997674023547,0.666379186430933,0.291348151632757,0.677035556078247
"MAP3K10",0.586087263318829,0.413912736681171,0.464770603839168,0.973819697623061,0.885746207220981
"EPSTI1",0.58614606609432,0.41385393390568,0.829458883792648,0.931481699269539,0.931984789682073
"PCYOX1L",0.586185267944647,0.413814732055353,0.765396526716061,0.99176761143126,0.612424373097077
"TMEM115",0.586211402511532,0.413788597488468,0.898539077711135,0.910939929698015,0.970977563474329
"TC2N",0.586231003436696,0.413768996563304,0.806172984698211,0.720013851320449,0.544611705672508
"SMIM4",0.586335541704235,0.413664458295765,0.76496530636246,0.610346675029728,0.634285938296288
"RAP2C",0.586420479046611,0.413579520953389,0.894475152560534,0.56027937852,0.23733453552341
"TRIB2",0.586518483672429,0.413481516327571,0.725397572098736,0.889993074339775,0.255112574646857
"ZNF708",0.586531550955872,0.413468449044128,0.729592170083761,0.994590144654828,0.178832307551583
"RAB33A",0.586551151881035,0.413448848118965,0.944862597514603,0.750780770185686,0.211167300429914
"DBNDD2",0.586603421014805,0.413396578985195,0.562709893240294,0.817737530544775,0.917747984371529
"FAM168B",0.586740627490951,0.413259372509049,0.993120075267553,0.823611274452154,0.903236766108694
"TAS2R20",0.586766762057836,0.413233237942164,0.502914004207665,0.617853829367413,0.0349223149999347
"C1QTNF7",0.586871300325375,0.413128699674625,0.624701085891254,0.973310073568806,0.0522626001280594
"PPCS",0.58689743489226,0.41310256510774,0.960804683314386,0.829602623910515,0.551752976073804
"CX3CR1",0.586962771309472,0.413037228690528,0.0280750584760934,0.982992930599658,0.00279639865668324
"ZNF81",0.587113045069061,0.412886954930939,0.632247442079266,0.641374939563814,0.573764815032603
"C1orf50",0.587145713277667,0.412854286722333,0.855593450677539,0.310772668469952,0.373796176512865
"TMEM199",0.587197982411437,0.412802017588563,0.935545624420139,0.762907209220275,0.805558822376416
"SETD3",0.58726985247037,0.41273014752963,0.94997843898232,0.994426803611797,0.935669763612842
"EAPP",0.587295987037255,0.412704012962745,0.975080690475257,0.955381760685771,0.582232414703307
"USP40",0.587348256171025,0.412651743828975,0.895455198818718,0.68154376886589,0.0803572595293165
"PARP9",0.587446260796843,0.412553739203157,0.920505181177885,0.966253740509885,0.85180393847923
"FAM168A",0.587452794438564,0.412547205561436,0.964398186261058,0.904432422543677,0.913043762332249
"DLST",0.58759000091471,0.41240999908529,0.925425013393966,0.670573784415958,0.43116808446692
"UTP3",0.587720673749134,0.412279326250866,0.656591791132541,0.714198910188561,0.531191605577117
"GPRIN1",0.587727207390855,0.412272792609145,0.88227030982529,0.791126007814235,0.688279953480471
"POLD2",0.587740274674298,0.412259725325702,0.508304258627674,0.954525853620291,0.293602258026579
"RPS6KC1",0.587799077449789,0.412200922550211,0.947717798946777,0.987213663151567,0.603055130868844
"NUDT15",0.587942817567656,0.412057182432344,0.960464933944882,0.789054843388608,0.240653625517791
"EFEMP1",0.588053889476917,0.411946110523083,0.691291962313955,0.257072667163223,0.249460974557999
"RAB5A",0.588060423118638,0.411939576881362,0.537953924758582,0.916049237524011,0.914820912880421
"ZNF548",0.588086557685523,0.411913442314477,0.835515569668222,0.790270100748755,0.536830138382532
"TFDP2",0.588197629594783,0.411802370405216,0.673370183072641,0.424353496151685,0.821115423314647
"GK5",0.588204163236505,0.411795836763495,0.96392776405713,0.844636533511048,0.10565552027389
"ZNF260",0.588256432370275,0.411743567629725,0.464450455394828,0.467246854051511,0.55477805219073
"GEMIN8",0.588282566937159,0.411717433062841,0.629111294053079,0.445783840997295,0.580010976518092
"MFAP3",0.588360970637814,0.411639029362186,0.834319913233238,0.790923464920878,0.611738340716348
"HEATR5B",0.588452441621911,0.411547558378089,0.71168345812589,0.395847217321991,0.943836815764371
"DCLRE1A",0.588458975263632,0.411541024736368,0.855697988945078,0.631071386569446,0.68282436264325
"BACE2",0.588472042547075,0.411527957452925,0.507565957113176,0.877409280384701,0.499738654331151
"BTN2A2",0.588563513531172,0.411436486468828,0.625753002208371,0.635318253688241,0.45863551426294
"CRHR1",0.588752989141087,0.411247010858913,0.673611927816326,0.893965528506279,0.736119278163263
"ZBED5.AS1",0.588844460125185,0.411155539874815,0.856834842604571,0.183438524965045,0.63312295006991
"FRMD6",0.588896729258954,0.411103270741046,0.930050831732591,0.619846590092386,0.354175650424033
"FCHSD2",0.589027402093379,0.410972597906621,0.702569027924785,0.966743763638977,0.886654383420231
"PPM1F",0.589131940360918,0.410868059639082,0.669528401740562,0.818319024657964,0.670260169613339
"PRKCG",0.589145007644361,0.410854992355639,0.608079501352464,0.944673121904687,0.288068263488703
"GPR155",0.589236478628458,0.410763521371542,0.721706064526246,0.325682438877782,0.344662668077933
"ICA1",0.589275680478785,0.410724319521215,0.914461562585754,0.755517660433572,0.643210892887478
"ESAM",0.58930181504567,0.41069818495433,0.432481346452886,0.90658199066996,0.0661727233525422
"NAIP",0.589314882329113,0.410685117670887,0.700497863499157,0.740026395912554,0.125713800358044
"LY6H",0.589321415970834,0.410678584029166,0.406536255177911,0.471951076090791,0.677336103597423
"PRTG",0.589380218746325,0.410619781253675,0.871221921674703,0.875233577691534,0.361715472970324
"ARMCX5.GPRASP2.GPRASP2",0.589465156088701,0.410534843911299,0.813418793367047,0.87147020006011,0.581755458857658
"UBR4",0.589478223372143,0.410521776627857,0.798502489317496,0.863610229069479,0.110921635501196
"TM9SF1",0.589510891580749,0.410489108419251,0.740372678923779,0.534758973956904,0.965286761535144
"SLAIN2",0.589537026147634,0.410462973852366,0.553798005932547,0.564970533275837,0.626053549727547
"HIPK3",0.589700367190665,0.410299632809335,0.865674859853385,0.846812236204216,0.600206463078391
"TMEM161B.AS1",0.589713434474107,0.410286565525893,0.407980189998301,0.545676689273067,0.390777111346322
"PUS3",0.589733035399271,0.410266964600729,0.879088426307055,0.8595528375606,0.615331843663021
"STOML1",0.589902910084023,0.410097089915977,0.471493721170306,0.376331229500699,0.562487749421773
"ASAH1",0.589981313784677,0.410018686215323,0.660146092228887,0.802873495628994,0.885458726985247
"C19orf60",0.590020515635005,0.409979484364995,0.277692840435402,0.217485331974336,0.785709618827342
"PDE8A",0.590085852052217,0.409914147947783,0.777248552798359,0.957073973891568,0.0840553007435284
"TRNP1",0.590092385693938,0.409907614306062,0.568466031596691,0.197002365178303,0.692716296209181
"KLHL35",0.59020999124492,0.40979000875508,0.626537039214918,0.808126543572857,0.322690030969462
"EPRS",0.590216524886641,0.409783475113359,0.703888823552472,0.173448586773296,0.543592457563997
"WLS",0.590281861303854,0.409718138696146,0.713316868556196,0.229154416088439,0.887177074757929
"CCDC85B",0.590353731362787,0.409646268637213,0.102362564846394,0.928966247206868,0.844839076404406
"NKAIN4",0.590438668705163,0.409561331294837,0.270159551530832,0.731787473702092,0.0134070328119488
"STX7",0.590523606047539,0.409476393952461,0.707848210435533,0.37852653311903,0.790250499823592
"DTYMK",0.590615077031636,0.409384922968364,0.872358775334196,0.777104812680492,0.713427940465457
"PCSK1N",0.590713081657454,0.409286918342546,0.0731702536359716,0.749114691546774,0.47098409711605
"SNAPC5",0.59074574986606,0.40925425013394,0.893109621440799,0.836351875808538,0.404523893527775
"ZNF572",0.590778418074666,0.409221581925334,0.713414873182014,0.984828883923321,0.470343800227371
"DNAJC30",0.59079801899983,0.40920198100017,0.408319939367805,0.365302442275275,0.861630535627948
"MTURN",0.590824153566715,0.409175846433285,0.642707802474944,0.385171246749513,0.808257216407281
"NAT10",0.590882956342206,0.409117043657794,0.974394658094529,0.975590314529513,0.258255256314765
"ZNF83.1",0.590941759117697,0.409058240882303,0.60357128856482,0.766716322343748,0.330746011211729
"IQUB",0.590980960968024,0.409019039031976,0.450912749748455,0.136187228037163,0.144746298691965
"THSD7B",0.591039763743515,0.408960236256485,0.616795379408575,0.299136252564454,0.152808812575954
"RHBDD3",0.591052831026958,0.408947168973042,0.413298574359376,0.89231251715081,0.636722986658304
"ZNF850",0.591144302011055,0.408855697988945,0.667712049342062,0.20810302246266,0.22210461667124
"ACYP2",0.59122270571171,0.40877729428829,0.892462790910398,0.845146157565304,0.80595084087969
"ENKD1",0.59133377762097,0.40866622237903,0.399780469638167,0.989859788048663,0.888614475936597
"SHANK3",0.591353378546134,0.408646621453866,0.716400747448613,0.842911652096646,0.413383511701752
"TRRAP",0.591372979471298,0.408627020528702,0.90952212944451,0.80932220000784,0.0982398369203027
"TMC7",0.591412181321625,0.408587818678375,0.580069779293583,0.657166751604009,0.0354058044873051
"BMP6",0.591575522364656,0.408424477635344,0.333098122231369,0.660263697779869,0.781835169286657
"RILPL1",0.59160165693154,0.40839834306846,0.550616122414311,0.941419368327518,0.966809100056189
"ZNF660",0.59170619519908,0.40829380480092,0.564467442863303,0.802762423719733,0.0979654239680113
"LOC105369477",0.591745397049407,0.408254602950593,0.492505912945758,0.201445241548734,0.126341029963281
"DVL1",0.591804199824898,0.408195800175102,0.374534478027363,0.460530270362094,0.799704679394201
"CNP",0.592000209076535,0.407999790923465,0.638140786911809,0.721987011120258,0.0508055980242268
"CRELD1",0.592045944568584,0.407954055431416,0.70238608595659,0.0101206110261738,0.539208383969057
"CYB5B",0.592124348269238,0.407875651730762,0.760816443869484,0.677146627987508,0.417192624825225
"B3GAT3",0.592222352895057,0.407777647104943,0.629829994642414,0.718863930377514,0.777954186104251
"MDH2",0.592248487461942,0.407751512538058,0.630751238125106,0.995014831366707,0.956570883479034
"ZDHHC17",0.592274622028826,0.407725377971174,0.975113358683863,0.637356749905262,0.781848236570099
"SMC6",0.592326891162596,0.407673108837404,0.649783736459028,0.738275379931266,0.469631633279757
"POLE3",0.592392227579808,0.407607772420192,0.746083081788127,0.886281965842121,0.781933173912475
"OSTM1",0.592405294863251,0.407594705136749,0.950755942347145,0.606426489996994,0.967246854051511
"DHPS",0.592496765847348,0.407503234152652,0.591608190573262,0.174265291988449,0.818221020032146
"BMT2",0.592620905040051,0.407379094959949,0.794105348439113,0.6323193121382,0.291635631868491
"SERINC5",0.592653573248657,0.407346426751343,0.736027807179165,0.68250421419891,0.404772171913181
"HPS3",0.592673174173821,0.407326825826179,0.923001032315392,0.879094959948776,0.90888183255583
"PRMT5",0.592699308740706,0.407300691259294,0.668509153632051,0.866315156742065,0.705247821030486
"TNIK",0.592836515216852,0.407163484783148,0.719981183111843,0.528205731310518,0.526324042494806
"TMEM91",0.592869183425458,0.407130816574542,0.497954970141257,0.592660106890379,0.418616958720452
"PPP1R12C",0.5928822507089,0.4071177492911,0.532740078665046,0.702660498908882,0.977086518483672
"LOC101927751",0.592914918917506,0.407085081082494,0.734727612476642,0.830380127275341,0.625413252838867
"RINT1",0.592960654409555,0.407039345590445,0.564754923099037,0.805264808498961,0.444927933931815
"TMEM177",0.592967188051276,0.407032811948724,0.768486939250199,0.912579873770042,0.865687927136828
"CPSF1P1",0.593084793602258,0.406915206397742,0.638866021142865,0.725881061586107,0.347125851006834
"ITGA9.AS1",0.5930978608857,0.4069021391143,0.610817097233656,0.403759457446392,0.773949063729141
"E4F1",0.593104394527422,0.406895605472578,0.623525030381434,0.756164490963974,0.61115684660316
"FMN1",0.593110928169143,0.406889071830857,0.706966168803167,0.453963960432266,0.109196754086793
"IGFBP3",0.593163197302913,0.406836802697087,0.504181530701582,0.777973787029414,0.341206371607407
"RARRES3",0.593293870137337,0.406706129862663,0.514681092947587,0.730519947208175,0.117886497576019
"CIDECP",0.593320004704222,0.406679995295778,0.449880434356502,0.49053928678767,0.279195578031283
"LINC01355",0.593346139271107,0.406653860728893,0.582709370548957,0.931631973029127,0.0714584395050113
"JPH4",0.593489879388974,0.406510120611026,0.996021012191775,0.946678949913103,0.655487605681655
"C5orf51",0.593502946672416,0.406497053327584,0.529505926013041,0.630744704483385,0.389627190403387
"WAC.AS1",0.593516013955859,0.406483986044141,0.502260640035543,0.231702536359716,0.705156350046389
"GUCY1B3",0.593542148522744,0.406457851477256,0.927522312386478,0.234884419877952,0.779430789133247
"GMEB1",0.593607484939956,0.406392515060044,0.788231604531734,0.739967593137063,0.521025259058894
"CHRM1",0.593731624132659,0.406268375867341,0.739588641917232,0.915376272426725,0.632842003475897
"POLR1C",0.593796960549871,0.406203039450129,0.688658904700302,0.147222548904308,0.854633005344519
"KY",0.593823095116756,0.406176904883244,0.760809910227763,0.777581768526141,0.222189554013616
"SEC23B",0.593973368876344,0.406026631123656,0.899499523044154,0.925170201366838,0.631724750741568
"H3F3AP4",0.59400603708495,0.40599396291505,0.375867340938492,0.514138800684726,0.974113711500516
"RNF167",0.594019104368393,0.405980895631607,0.536849739307695,0.577175376011081,0.503351758202987
